:ID,title,codes,:LABEL
en575,"Necrotising respiratory granulomatosis","",Item
en576,"Churg-Strauss syndrome","",Item
en577,"Cryopyrinopathies","",Item
en578,"Juvenile chronic recurrent multifocal osteomyelitis","",Item
en579,"Adamantiades-Beh?et disease","",Item
en580,"Allergy to substances in contact with the skin","EK10-EK1Y",Item
en581,"Urticaria, angioedema and other urticarial disorders","EB00-EB0Y",Item
en582,"Drug eruptions","EH60-EH6Z",Item
en583,"Agranulocytic angina","",Item
en584,"Neutropenic splenomegaly","",Item
en585,"Werner-Schultz disease","",Item
en586,"Adult idiopathic neutropenia","",Item
en587,"Transitory endocrine or metabolic disorders specific to foetus or newborn","KB60-KB6Z",Item
en588,"Complications of pregnancy, childbirth and the puerperium","JA00-JB6Z",Item
en589,"Symptoms, signs or clinical findings of endocrine, nutritional or metabolic diseases","MA50-MA6Y",Item
en590,"Neoplasms of the endocrine system","",Item
en591,"Endocrine tumours","",Item
en592,"Iodine-deficiency-related nodular goitre","",Item
en593,"Toxic diffuse goitre","",Item
en594,"Graves disease","",Item
en595,"Thyrotoxicosis with toxic uninodular goitre","",Item
en596,"Thyroid storm","",Item
en597,"Abscess of thyroid","",Item
en598,"pyogenic thyroiditis","",Item
en599,"suppurative thyroiditis","",Item
en600,"nonsuppurative thyroiditis","",Item
en601,"de Quervain thyroiditis","",Item
en602,"giant-cell thyroiditis","",Item
en603,"granulomatous thyroiditis","",Item
en604,"Hypersecretion of thyrocalcitonin","",Item
en605,"C-cell hyperplasia of thyroid","",Item
en606,"non-insulin-dependent diabetes of the young","",Item
en607,"prediabetes","",Item
en608,"Impaired glucose regulation","",Item
en609,"Drug-induced hypoglycaemia without coma","",Item
en610,"Hyperplasia of pancreatic endocrine cells with glucagon excess","",Item
en611,"Overproduction of growth hormone","",Item
en612,"increased secretion from endocrine pancreas of growth hormone-releasing hormone","5A40-5A4Z",Item
en613,"Simmonds' disease","",Item
en614,"pituitary cachexia","",Item
en615,"fertile eunuch syndrome","",Item
en616,"pituitary short stature","",Item
en617,"ADH - [antidiuretic hormone secretion] deficiency","",Item
en618,"Abnormality of cortisol-binding globulin","",Item
en619,"Sclerocystic ovary syndrome","",Item
en620,"Delayed sexual development","",Item
en621,"Constitutional delay of puberty","",Item
en622,"Precocious menstruation","",Item
en623,"Constitutional gigantism","",Item
en624,"Nutritional or toxic disorders of the nervous system","8D40-8D4Z",Item
en625,"Malnutrition NOS","",Item
en626,"Hypovitaminosis A","",Item
en627,"Nyctalopia","",Item
en628,"Riboflavin deficiency","",Item
en629,"Niacin deficiency NOS","",Item
en630,"cobalamin deficiency","",Item
en631,"cyanocobalamin deficiency","",Item
en632,"Keshan disease","",Item
en633,"Disorders of lipoprotein metabolism or certain specified lipidaemias","5C80-5C8Z",Item
en634,"sulfite oxidase deficiency","",Item
en635,"Fish odour syndrome","",Item
en636,"Diabetes mellitus","5A10-5A2Y",Item
en637,"liver phosphorylase deficiency","",Item
en638,"Glycogen storage disease due to LAMP-2 deficiency","",Item
en639,"Glycogen storage disease due to glycogen debranching enzyme deficiency","",Item
en640,"Dilated cardiomopathy due to glycogen branching enzyme deficiency","",Item
en641,"Glycogen storage disease due to muscle glycogen phosphorylase deficiency","",Item
en642,"Glycogen storage disease due to liver glycogen phosphorylase deficiency","",Item
en643,"Glycogen storage disease due to GLUT2 deficiency","",Item
en644,"Glycogen storage disease due to aldolase A deficiency","",Item
en645,"Glycogen storage disease due to muscle beta-enolase deficiency","",Item
en646,"Glycogen storage disease due to phosphoglucomutase deficiency","",Item
en647,"Glycogen storage disease due to glycogenin deficiency","",Item
en648,"Glycogen storage disease due to phosphoglycerate kinase 1 deficiency","",Item
en649,"Glycogen storage disease due to lactate dehydrogenase deficiency","",Item
en650,"Glycogen storage disease due to muscle pyruvate kinase deficiency","",Item
en651,"muscle carnitine palmityltransferase deficiency","",Item
en652,"Disorders of glycosaminoglycan metabolism","",Item
en653,"Hunter syndrome","",Item
en654,"defects of catalase and peroxidase","",Item
en655,"Disorders of the parathyroids or parathyroid hormone system","5A50-5A5Z",Item
en656,"Acid phosphatase deficiency","",Item
en657,"Familial hypophosphataemia","",Item
en658,"Hypophosphatasia","",Item
en659,"Familial hypophosphataemic rickets","",Item
en660,"sodium [na] excess","",Item
en661,"sodium [na] overload","",Item
en662,"sodium [na] deficiency","",Item
en663,"diabetic acidosis","5A10-5A2Y",Item
en664,"Potassium [K] excess","",Item
en665,"Potassium [K] overload","",Item
en666,"Hyperlipidaemia, group B","",Item
en667,"Endogenous hyperglyceridaemia","",Item
en668,"Hyperprebetalipoproteinaemia","",Item
en669,"Broad- or floating-betalipoproteinaemia","",Item
en670,"Hyperbetalipoproteinaemia with prebetalipoproteinaemia","",Item
en671,"Hypercholesterolaemia with endogenous hyperglyceridaemia","",Item
en672,"Hyperlipidaemia, group C","",Item
en673,"High-density lipoprotein deficiency","",Item
en674,"Injury or harm arising from surgical or medical care, not elsewhere classified","NE80-NE8Z",Item
en675,"Postpancreatectomy hyperglycaemia","",Item
en676,"Postsurgical hypoinsulinaemia","",Item
en677,"Parathyroprival tetany","",Item
en678,"Postirradiation hypopituitarism","",Item
en679,"Sleep-wake disorders","7A00-7B2Z",Item
en680,"Sexual dysfunctions","HA00-HA0Z",Item
en681,"Gender incongruence","HA60-HA6Z",Item
en682,"Functional speech articulation disorder","",Item
en683,"Diseases of the nervous system","8A00-8E7Z",Item
en684,"Diseases of the nervous system","8A00-8E7Z",Item
en685,"developmental dysphasia or aphasia, receptive type","",Item
en686,"developmental Wernicke aphasia","",Item
en687,"Diseases of the nervous system","8A00-8E7Z",Item
en688,"Developmental dysphasia or aphasia, expressive type","",Item
en689,"Diseases of the nervous system","8A00-8E7Z",Item
en690,"Diseases of the nervous system","8A00-8E7Z",Item
en691,"Autistic disorder","",Item
en692,"Pervasive developmental delay","",Item
en693,"Schizophrenia or other primary psychotic disorders","6A20-6A2Z",Item
en694,"Developmental dyslexia","",Item
en695,"Orofacial motor coordination disorder","",Item
en696,"Diseases of the musculoskeletal system or connective tissue","FA00-FC0Z",Item
en697,"Diseases of the nervous system","8A00-8E7Z",Item
en698,"attention deficit disorder with hyperactivity","",Item
en699,"attention deficit syndrome with hyperactivity","",Item
en700,"Disruptive behaviour or dissocial disorders","6C90-6C9Z",Item
en701,"Substance-induced psychotic disorders","",Item
en702,"Schizotypal personality disorder","",Item
en703,"Neurocognitive disorders","6D70-6E0Z",Item
en704,"Neurodevelopmental disorders","6A00-6A0Z",Item
en705,"Substance-induced mood disorders","",Item
en706,"Cycloid personality","",Item
en707,"Cyclothymic personality","",Item
en708,"Bipolar or related disorders","6A60-6A6Z",Item
en709,"seasonal depressive disorder","",Item
en710,"Bipolar or related disorders","6A60-6A6Z",Item
en711,"Dysthymia","",Item
en712,"Substance-induced anxiety disorders","",Item
en713,"Simple phobia","",Item
en714,"Acrophobia","",Item
en715,"Claustrophobia","",Item
en716,"Anthropophobia","",Item
en717,"mood [affective] disorders","6A60-6A8Z",Item
en718,"Substance-induced obsessive-compulsive or related disorders","",Item
en719,"anankastic neurosis","",Item
en720,"obsessive-compulsive neurosis","",Item
en721,"Concern about body appearance","QD30-QD3Z",Item
en722,"Hypochondriacal neurosis","",Item
en723,"Nosophobia","",Item
en724,"Illness anxiety disorder","",Item
en725,"Compulsive hair plucking","",Item
en726,"skin picking disorder","",Item
en727,"Traumatic neurosis","",Item
en728,"Factitious disorders","6D50-6D5Z",Item
en729,"postictal amnesia in epilepsy","8A60-8A6Z",Item
en730,"Functional enuresis","",Item
en731,"Psychogenic enuresis","",Item
en732,"Urinary incontinence of nonorganic origin","",Item
en733,"Concern about body appearance","QD30-QD3Z",Item
en734,"Dissociative disorders","6B60-6B6Z",Item
en735,"Gender incongruence","HA60-HA6Z",Item
en736,"Sexual dysfunctions","HA00-HA0Z",Item
en737,"Chronic alcoholism","",Item
en738,"Dipsomania","",Item
en739,"Delirium tremens (alcohol-induced)","",Item
en740,"Delirium induced by alcohol withdrawal","",Item
en741,"alcoholic jealousy","",Item
en742,"'Bad trips' (cannabinoids)","",Item
en743,"Delirium induced by opioid withdrawal","",Item
en744,"'Bad trips' (nicotine)","",Item
en745,"abuse of antacids","",Item
en746,"abuse of herbal or folk remedies","",Item
en747,"abuse of hormones","",Item
en748,"abuse of vitamins","",Item
en749,"laxative habit","",Item
en750,"Compulsive gambling","",Item
en751,"Substance-induced impulse control disorders","",Item
en752,"pathological fire-setting","",Item
en753,"Schizophrenia or other primary psychotic disorders","6A20-6A2Z",Item
en754,"pathological stealing","",Item
en755,"Paraphilic disorders","6D30-6D3Z",Item
en756,"paraphilias","",Item
en757,"M��nchhausen syndrome","",Item
en758,"Dementia","6D80-6D8Z",Item
en759,"Dementia NOS","",Item
en760,"Neurodevelopmental disorders","6A00-6A0Z",Item
en761,"Alcohol-induced dementia","",Item
en762,"Dementia in Huntington chorea","",Item
en763,"Secondary mental or behavioural syndromes associated with disorders or diseases classified elsewhere","6E60-6E6Z",Item
en764,"Schizophrenia or other primary psychotic disorders","6A20-6A2Z",Item
en765,"Mood disorders","6A60-6A8Z",Item
en766,"Anxiety or fear-related disorders","6B00-6B0Z",Item
en767,"Mood disorders","6A60-6A8Z",Item
en768,"Psychological factors affecting physical conditions","",Item
en769,"Mental or behavioural disorders associated with pregnancy, childbirth and the puerperium","6E20-6E2Z",Item
en770,"Mood disorders","6A60-6A8Z",Item
en771,"Disorders with neurocognitive impairment as a major feature","8A20-8A2Z",Item
en772,"recurrent hypersomnolence","",Item
en773,"Hypersomnia due to substances including medications","",Item
en774,"Behaviourally induced hypersomnia","",Item
en775,"Primary sleep apnea of prematurity","",Item
en776,"Certain specified central sleep apneas with Cheynes-Stokes respiration","",Item
en777,"Certain specified central sleep apneas without Cheynes-Stokes respiration","",Item
en778,"Pickwickian syndrome","",Item
en779,"Delayed sleep phase syndrome","",Item
en780,"Irregular sleep-wake pattern","",Item
en781,"Dream anxiety disorder","",Item
en782,"Hypnogogic sensory disturbance","",Item
en783,"Endocrine, nutritional or metabolic diseases","5A00-5D46",Item
en784,"Complications of pregnancy, childbirth and the puerperium","JA00-JB6Z",Item
en785,"Certain conditions originating in the perinatal period","KA00-KD5Z",Item
en786,"Injury, poisoning or certain other consequences of external causes","NA00-NF2Z",Item
en787,"Injuries of the nervous system","",Item
en788,"Neoplasms of the nervous system","",Item
en789,"Structural developmental anomalies of the nervous system","LA00-LA0Z",Item
en790,"Non-viral and unspecified infections of the central nervous system","1D00-1D0Z",Item
en791,"Symptoms, signs or clinical findings of the nervous system","MB40-MB9Y",Item
en792,"Paralytic symptoms","MB50-MB5Z",Item
en793,"Hemiparkinsonism","",Item
en794,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en795,"Arthropathies","FA00-FA5Z",Item
en796,"Psychogenic parkinsonism","",Item
en797,"Huntington chorea","",Item
en798,"Functional facial spasm","",Item
en799,"Metabolic disorders","5C50-5D2Z",Item
en800,"Cerebral palsy","8D20-8D2Z",Item
en801,"Familial tremor","",Item
en802,"Hereditary essential tremor","",Item
en803,"Combined vocal and multiple motor tic disorder","",Item
en804,"myoclonic epilepsy","8A60-8A6Z",Item
en805,"Sleep-related movement disorders","7A80-7A8Z",Item
en806,"Dawson inclusion body encephalitis","",Item
en807,"Van Bogaert sclerosing leukoencephalopathy","",Item
en808,"Marchiafava-Bignami syndrome","",Item
en809,"Epilepsy due to parasitic diseases","",Item
en810,"Headache, not elsewhere classified","MB40-MB6Y",Item
en811,"Cerebrovascular disease with mention of hypertension","",Item
en812,"Deep intracerebral haemorrhage","",Item
en813,"Cerebral lobe haemorrhage","",Item
en814,"Superficial intracerebral haemorrhage","",Item
en815,"ruptured cerebral aneurysm","",Item
en816,"cryptogenic stroke","",Item
en817,"complicating: surgical and medical care","NE80-NE8Z",Item
en818,"complicating: abortion or ectopic or molar pregnancy","JA00-JA0Z",Item
en819,"Post polio myelitic syndrome","",Item
en820,"Disorder of 1st cranial nerve","",Item
en821,"Cranial polyneuritis","",Item
en822,"Jugular foramen syndrome","",Item
en823,"Disorders of 9th cranial nerve","",Item
en824,"intervertebral disc disorders","FA80-FA8Z",Item
en825,"Acute Inflammatory Demyelinating Polyradiculoneuropathy","",Item
en826,"current traumatic nerve disorder - see nerve injury by body region","NA00-NF2Z",Item
en827,"Tardy ulnar nerve palsy","",Item
en828,"Mononeuritis of lower limb","",Item
en829,"current traumatic nerve disorder - see nerve injury by body region","NA00-NF2Z",Item
en830,"Hereditary motor and sensory neuropathy, types I-IV","",Item
en831,"Metabolic disorders","5C50-5D2Z",Item
en832,"Secondary myopathies","8C80-8C8Z",Item
en833,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en834,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en835,"Secondary myopathies","8C80-8C8Z",Item
en836,"Secondary myopathies","8C80-8C8Z",Item
en837,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en838,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en839,"Secondary myopathies","8C80-8C8Z",Item
en840,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en841,"Secondary myopathies","8C80-8C8Z",Item
en842,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en843,"Secondary myopathies","8C80-8C8Z",Item
en844,"Fibre-type disproportion","",Item
en845,"Secondary myopathies","8C80-8C8Z",Item
en846,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en847,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en848,"Secondary myopathies","8C80-8C8Z",Item
en849,"Secondary myopathies","8C80-8C8Z",Item
en850,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en851,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en852,"Secondary myopathies","8C80-8C8Z",Item
en853,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en854,"Primary disorders of muscles","8C70-8C7Z",Item
en855,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en856,"Primary disorders of muscles","8C70-8C7Z",Item
en857,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en858,"Primary disorders of muscles","8C70-8C7Z",Item
en859,"Myasthenia gravis or certain specified neuromuscular junction disorders","8C60-8C6Z",Item
en860,"Primary disorders of muscles","8C70-8C7Z",Item
en861,"Spastic tetraplegic cerebral palsy","",Item
en862,"Athetoid cerebral palsy","",Item
en863,"Dystonic cerebral palsy","",Item
en864,"Spastic paraplegia due to L-BOAA","",Item
en865,"Disorder of parasympathetic nervous system","",Item
en866,"Paroxysmal autonomic disorders","",Item
en867,"Amyloid autonomic neuropathy","",Item
en868,"Reflex sympathetic dystrophy","",Item
en869,"Causalgia","",Item
en870,"Benign myalgic encephalomyelitis","",Item
en871,"chronic fatigue syndrome","",Item
en872,"Injury or harm arising from surgical or medical care, not elsewhere classified","NE80-NE8Z",Item
en873,"Certain conditions originating in the perinatal period","KA00-KD5Z",Item
en874,"Certain infectious or parasitic diseases","1A00-1H0Z",Item
en875,"Complications of pregnancy, childbirth and the puerperium","JA00-JB6Z",Item
en876,"Endocrine, nutritional or metabolic diseases","5A00-5D46",Item
en877,"Injury, poisoning or certain other consequences of external causes","NA00-NF2Z",Item
en878,"Neoplasms of the eye or ocular adnexa","",Item
en879,"Reasons for contact with the health care system in relation to eyes or vision","",Item
en880,"Symptoms, signs or clinical findings of the visual system","MC10-MC2Y",Item
en881,"Structural developmental anomalies of the eye, eyelid or lacrimal apparatus","LA10-LA1Z",Item
en882,"Congenital malformations of the eyelid","",Item
en883,"Punctal ectropion","",Item
en884,"Neoplasms of orbit","",Item
en885,"Orbital trauma","",Item
en886,"Proptosis","",Item
en887,"Exophthalmos","",Item
en888,"Enophthalmos","",Item
en889,"Neoplasms of conjunctiva","",Item
en890,"keratoconjunctivitis","9A70-9A7Z",Item
en891,"keratoconjunctivitis","9A70-9A7Z",Item
en892,"Conjunctival concretions","",Item
en893,"Conjunctival cysts or argyrosis","",Item
en894,"Conjunctival pigmentations","",Item
en895,"Conjunctival xerosis, not elsewhere classified","",Item
en896,"Neoplasms of the cornea","",Item
en897,"Central corneal ulcer","",Item
en898,"Ring corneal ulcer","",Item
en899,"Corneal ulcer with hypopyon","",Item
en900,"Marginal corneal ulcer","",Item
en901,"Mooren's corneal ulcer","",Item
en902,"Perforated corneal ulcer","",Item
en903,"Pannus, corneal","",Item
en904,"corneal ghost vessels","",Item
en905,"Haematocornea","",Item
en906,"Kayser-Fleischer ring","",Item
en907,"Krukenberg spindle","",Item
en908,"Fold in Descemet membrane","",Item
en909,"Rupture in Descemet's membrane","",Item
en910,"Arcus senilis","",Item
en911,"Congenital malformations of the uvea","",Item
en912,"Neoplasms of the iris","",Item
en913,"Neoplasms of the ciliary body","",Item
en914,"Translucency of iris","",Item
en915,"Iris bomb��","",Item
en916,"Anterior synechiae, iris","",Item
en917,"Goniosynechiae","",Item
en918,"Iridodialysis","",Item
en919,"Posterior synechiae, iris","",Item
en920,"Recession of chamber angle","",Item
en921,"Secondary cataract","",Item
en922,"Soemmerring ring","",Item
en923,"Acquired aphakia","",Item
en924,"Equatorial staphyloma","",Item
en925,"Scleral ectasia","",Item
en926,"Disorders of posterior uvea","",Item
en927,"Neoplasms of choroid","",Item
en928,"Atrophy of choroid","",Item
en929,"Sclerosis of choroid","",Item
en930,"Choroideremia","",Item
en931,"Gyrate atrophy, choroid","",Item
en932,"Macula scars of posterior pole","",Item
en933,"Solar retinopathy","",Item
en934,"Expulsive choroidal haemorrhage","",Item
en935,"Posterior uveitis","",Item
en936,"Neoplasms of retina","",Item
en937,"Leber congenital amaurosis","",Item
en938,"Stargardt disease","",Item
en939,"Vitreoretinal dystrophy","",Item
en940,"Retrolental fibroplasia","",Item
en941,"Rhegmatogenous retinal detachment","",Item
en942,"Cyst of ora serrata","",Item
en943,"Parasitic cyst of retina","",Item
en944,"Horseshoe tear of retina without detachment","",Item
en945,"Round hole of retina without detachment","",Item
en946,"Hollenhorst plaque","",Item
en947,"Retinal artery branch occlusion","",Item
en948,"Proliferative vitreo-retinopathy","",Item
en949,"Cyst of macula","",Item
en950,"Kuhnt-Junius degeneration of retina","",Item
en951,"drusen macular degeneration","",Item
en952,"Lattice degeneration of retina","",Item
en953,"Paving stone degeneration of retina","",Item
en954,"Detachment of retinal pigment epithelium","",Item
en955,"Vitreous abscess","",Item
en956,"Panophthalmitis","",Item
en957,"Glaucomatous optic atrophy","",Item
en958,"Optic disc swelling that results from increased intracranial pressure","",Item
en959,"Disorders of optic tracts, geniculate nuclei and optic radiations","",Item
en960,"ghost cell glaucoma","",Item
en961,"Glaucoma of newborn","",Item
en962,"Hydrophthalmos","",Item
en963,"Diseases of neuromuscular junction or muscle","8C60-8D0Z",Item
en964,"Esophoria","",Item
en965,"Exophoria","",Item
en966,"Brown's sheath syndrome","",Item
en967,"isolated oculomotor nerve palsy","",Item
en968,"isolated trochlear nerve palsy","",Item
en969,"isolated abducent nerve palsy","",Item
en970,"Secondary myopathies","8C80-8C8Z",Item
en971,"Saccadic intrusions and oscillations","",Item
en972,"Injury or harm arising from surgical or medical care, not elsewhere classified","NE80-NE8Z",Item
en973,"Vitreal corneal syndrome","",Item
en974,"Scotoma of blind spot area","",Item
en975,"achromatopsia","",Item
en976,"acquired colour vision deficiency","",Item
en977,"colour blindness","",Item
en978,"Asthenopia","",Item
en979,"Schizophrenia or other primary psychotic disorders","6A20-6A2Z",Item
en980,"visual impairment categories 1 or 2 in both eyes","",Item
en981,"Visual impairment category 1","",Item
en982,"WHO - low vision","",Item
en983,"Visual impairment category 2.","",Item
en984,"Legal blindness - USA","",Item
en985,"visual impairment categories 3, 4, 5 in one eye, with categories 1 or 2 in the other eye","",Item
en986,"Certain infectious or parasitic diseases","1A00-1H0Z",Item
en987,"Certain conditions originating in the perinatal period","KA00-KD5Z",Item
en988,"Congenital malformations, deformations and chromosomal abnormalities","LA00-LD9Z",Item
en989,"Complications of pregnancy, childbirth and the puerperium","JA00-JB6Z",Item
en990,"Injury, poisoning or certain other consequences of external causes","NA00-NF2Z",Item
en991,"Endocrine, nutritional or metabolic diseases","5A00-5D46",Item
en992,"Neoplasms of the circulatory system","",Item
en993,"Developmental anomalies of the circulatory system","",Item
en994,"Infections of the circulatory system","",Item
en995,"Symptoms, signs or clinical findings of the circulatory system","MC80-MC9Y",Item
en996,"Cerebrovascular diseases","8B00-8B2Z",Item
en997,"Functional vascular disorders of the skin","EG00-EG02",Item
en998,"involving coronary vessels","BA40-BA6Z",Item
en999,"complicating pregnancy, childbirth and the puerperium","JA00-JB6Z",Item
en1000,"high blood pressure","",Item
en1001,"Cerebrovascular diseases","8B00-8B2Z",Item
en1002,"Chronic kidney disease due to hypertension","",Item
en1003,"hypertensive nephropathy","",Item
en1004,"nephrosclerosis","",Item
en1005,"Glomerular diseases due to hypertension","",Item
en1006,"Unspecified contracted kidney due to hypertension","",Item
en1007,"involving vessels of brain","8B00-8B2Z",Item
en1008,"acute coronary syndrome","",Item
en1009,"Anginal syndrome","",Item
en1010,"Ischaemic chest pain","",Item
en1011,"Angina NOS","",Item
en1012,"Preinfarction syndrome","",Item
en1013,"worsening effort angina","",Item
en1014,"extension of myocardial infarction","",Item
en1015,"recurrent myocardial infarction","",Item
en1016,"Occlusion of coronary artery or vein not resulting in myocardial infarction","",Item
en1017,"Embolism of coronary artery or vein not resulting in myocardial infarction","",Item
en1018,"Thromboembolism of coronary artery or vein not resulting in myocardial infarction","",Item
en1019,"healed myocardial infarction","",Item
en1020,"the listed conditions, when: not specified as current complications following acute myocardial infarction","BA00-BE2Z",Item
en1021,"Postmyocardial infarction syndrome","",Item
en1022,"Mitral valve insufficiency due to acute myocardial infarction","",Item
en1023,"Coronary artery atherosclerosis","",Item
en1024,"Coronary artery atheroma","",Item
en1025,"Coronary artery sclerosis","",Item
en1026,"coronary artery ostial stenosis","",Item
en1027,"Coronary atherosclerosis without significant ischaemia of native coronary artery","",Item
en1028,"Coronary atherosclerosis of autologous bypass graft without significant ischaemia","",Item
en1029,"Coronary atherosclerosis without significant ischaemia of non-autologous bypass graft","",Item
en1030,"spontaneous coronary artery dissection","",Item
en1031,"primary pulmonary hypertension","",Item
en1032,"Idiopathic pulmonary arterial hypertension","",Item
en1033,"acute pericardial effusion","",Item
en1034,"Pyopericarditis","",Item
en1035,"Perimyocarditis","",Item
en1036,"Concretio cordis","",Item
en1037,"Pericardial calcification","",Item
en1038,"Chylopericardium","",Item
en1039,"Acute rheumatic fever","1B40-1B42",Item
en1040,"Structural developmental anomalies of the circulatory system","LA80-LA9Z",Item
en1041,"floppy mitral valve syndrome","",Item
en1042,"rheumatic aortic incompetence","",Item
en1043,"rheumatic aortic regurgitation","",Item
en1044,"eosinophilic myocarditis","",Item
en1045,"Cardiomyopathy complicating pregnancy","JA00-JB6Z",Item
en1046,"Congestive cardiomyopathy","",Item
en1047,"Hypertrophic subaortic stenosis","",Item
en1048,"Congenital cardiomyopathy","",Item
en1049,"Takotsubo cardiomyopathy","",Item
en1050,"Ventricular dilatation","",Item
en1051,"Left ventricular hyperplasia","",Item
en1052,"Third-degree block","",Item
en1053,"Incomplete right bundle branch block","",Item
en1054,"Idiopathic neonatal atrial flutter","",Item
en1055,"Congestive heart disease","",Item
en1056,"Left heart failure","",Item
en1057,"Cardiac asthma","",Item
en1058,"Diseases of coronary artery","BA80-BA8Z",Item
en1059,"peripheral vascular disease NOS","",Item
en1060,"endarteritis deformans","",Item
en1061,"senile arteritis","",Item
en1062,"senile endarteritis","",Item
en1063,"Frostbite","NE40-NE4Z",Item
en1064,"Goldblatt kidney","",Item
en1065,"Raynaud disease","",Item
en1066,"Aneurysm and dissection of basilar artery (trunk)","",Item
en1067,"collagen (vascular) diseases","4A40-4A4Z",Item
en1068,"Chronic arterial occlusive disease","BD40-BD4Z",Item
en1069,"traumatic rupture of artery - see injury of blood vessel by body region.","NA00-NF2Z",Item
en1070,"narrowing of basilar, carotid or vertebral arteries, not resulting in cerebral infarction","",Item
en1071,"Gravitational ulcer","",Item
en1072,"Varicose ulcer","",Item
en1073,"Varicocele of scrotum","",Item
en1074,"Lymph node and lymph vessel infection","",Item
en1075,"Lymphatic system disease","",Item
en1076,"human immunodeficiency virus [HIV] disease resulting in generalized lymphadenopathy","1C60-1C62.Z",Item
en1077,"Malignant neoplasm metastasis in lymph nodes","2D60-2D6Z",Item
en1078,"human immunodeficiency virus [HIV] disease resulting in generalized lymphadenopathy","1C60-1C62.Z",Item
en1079,"Injury or harm arising from surgical or medical care, not elsewhere classified","NE80-NE8Z",Item
en1080,"Cardiac insufficiency following cardiac surgery or due to presence of cardiac prosthesis","",Item
en1081,"Heart failure following cardiac surgery or due to presence of cardiac prosthesis","",Item
en1082,"Complications of pregnancy, childbirth and the puerperium","JA00-JB6Z",Item
en1083,"Certain infectious or parasitic diseases","1A00-1H0Z",Item
en1084,"Certain conditions originating in the perinatal period","KA00-KD5Z",Item
en1085,"Injury, poisoning or certain other consequences of external causes","NA00-NF2Z",Item
en1086,"Neoplasms","2A00-2F9Z",Item
en1087,"Endocrine, nutritional or metabolic diseases","5A00-5D46",Item
en1088,"Structural developmental anomalies of the ear","LA20-LA2Z",Item
en1089,"Symptoms, signs or clinical findings of ear or mastoid process","MC40-MC6Y",Item
en1090,"Acquired deformity of auricle","",Item
en1091,"Suppurative otitis media with myringitis","",Item
en1092,"Benign chronic suppurative otitis media","",Item
en1093,"Chronic tubotympanic disease","",Item
en1094,"Chronic atticoantral disease","",Item
en1095,"Compression of Eustachian tube","",Item
en1096,"Stricture of Eustachian tube","",Item
en1097,"Abscess of mastoid","",Item
en1098,"Empyema of mastoid","",Item
en1099,"Caries of mastoid","",Item
en1100,"Fistula of mastoid","",Item
en1101,"acute inflammation of petrous bone","",Item
en1102,"Cholesteatoma tympani","",Item
en1103,"Perforation of pars flaccida","",Item
en1104,"Acute tympanitis","",Item
en1105,"Chronic tympanitis","",Item
en1106,"Adhesive otitis","",Item
en1107,"Labyrinthine hydrops","",Item
en1108,"otospongiosis","",Item
en1109,"vertigo: epidemic","1C80-1C8Z",Item
en1110,"Noise-induced hearing loss","",Item
en1111,"Deaf mutism, not elsewhere classified","AB50-AB5Z",Item
en1112,"Presbyacusia","",Item
en1113,"Otitis media","AA80-AB0Z",Item
en1114,"traumatic otorrhagia - code by type of injury.","NA00-NF2Z",Item
en1115,"Disorder of 8th cranial nerve","",Item
en1116,"Injury or harm arising from surgical or medical care, not elsewhere classified","NE80-NE8Z",Item
en1117,"Endocrine, nutritional or metabolic diseases","5A00-5D46",Item
en1118,"Congenital malformations, deformations and chromosomal abnormalities","LA00-LD9Z",Item
en1119,"Injury, poisoning or certain other consequences of external causes","NA00-NF2Z",Item
en1120,"Certain conditions originating in the perinatal period","KA00-KD5Z",Item
en1121,"Certain infectious or parasitic diseases","1A00-1H0Z",Item
en1122,"Complications of pregnancy, childbirth and the puerperium","JA00-JB6Z",Item
en1123,"Neoplasms of the respiratory system","",Item
en1124,"Developmental respiratory diseases","",Item
en1125,"Symptoms, signs or clinical findings of the respiratory system","MD10-MD6Y",Item
en1126,"Pulmonary heart disease or diseases of pulmonary circulation","BB00-BB0Z",Item
en1127,"Sleep-related breathing disorders","7A40-7A4Z",Item
en1128,"sore throat NOS","CA00-CA0Z",Item
en1129,"acute sore throat","",Item
en1130,"Viral infections characterised by skin or mucous membrane lesions","1E70-1F0Z",Item
en1131,"croup","",Item
