:START_ID,role,detail,:END_ID,:TYPE
1008,items,"Septicaemia",12652,EXCLUSIONS
1009,items,"Bacteraemia",12653,EXCLUSIONS
1011,items,"Actinomycetoma",414,EXCLUSIONS
1011,items,"Eumycetoma",794,EXCLUSIONS
1015,items,"Sequelae of inflammatory diseases of central nervous system",526,CODED_ELSEWHERE
1019,items,"Post polio progressive muscular atrophy",4959,EXCLUSIONS
1024,items,"Inherited cancer-predisposing syndromes",en287,CODED_ELSEWHERE
1028,items,"glioblastoma NOS",en288,INCLUSIONS
1058,items,"Neurofibroma",2264,CODED_ELSEWHERE
1065,items,"Vestibular schwannoma",en289,INCLUSIONS
1068,items,"Symptoms of blood, blood-forming organs, or the immune system",en290,CODED_ELSEWHERE
1070,items,"Acquired thrombocytosis",2549,CODED_ELSEWHERE
1079,items,"chronic idiopathic myelofibrosis",en291,INCLUSIONS
1079,items,"Acute panmyelosis with myelofibrosis",1142,EXCLUSIONS
1091,items,"Maculopapular cutaneous mastocytosis",en292,INCLUSIONS
1097,items,"Chronic myelogenous leukaemia, BCR-ABL1-positive",1071,EXCLUSIONS
1097,items,"Atypical chronic myeloid leukaemia, BCR-ABL1- negative",1112,EXCLUSIONS
1098,items,"Therapy-related myeloid neoplasms",1129,EXCLUSIONS
1098,items,"Drug-induced aplastic anaemia",2447,EXCLUSIONS
1105,items,"5 q- syndrome",en293,INCLUSIONS
1111,items,"Chronic monocytic leukaemia",en294,INCLUSIONS
1111,items,"Myeloid neoplasm associated with PDGFRA rearrangement",1122,EXCLUSIONS
1111,items,"Myeloid neoplasm associated with PDGFRB rearrangement",1123,EXCLUSIONS
1129,items,"therapy-related myelodysplastic syndromes",en295,INCLUSIONS
1138,items,"AML M5a",en296,INCLUSIONS
1138,items,"AML M5b",en297,INCLUSIONS
1139,items,"Erythroleukaemia",en298,INCLUSIONS
1139,items,"acute myeloid leukaemia M6 (a)(b)",en299,INCLUSIONS
1140,items,"Acute myeloid leukaemia, M7",en300,INCLUSIONS
1140,items,"Acute megakaryocytic leukaemia",en301,INCLUSIONS
1142,items,"Acute myelofibrosis",en302,INCLUSIONS
1142,items,"Cases that meet criteria for AML with myelodysplasia related changes",1128,EXCLUSIONS
1143,items,"Chloroma",en303,INCLUSIONS
1143,items,"Granulocytic sarcoma",en304,INCLUSIONS
1151,items,"Blastic NK-cell lymphoma",en305,INCLUSIONS
1163,items,"follicular lymphoma with or without diffuse areas",en306,INCLUSIONS
1163,items,"Mature T-cell or NK-cell neoplasms",en307,EXCLUSIONS
1173,items,"Diffuse large B-cell lymphoma of small intestine",1504,CODED_ELSEWHERE
1188,items,"Small cell B-cell lymphoma",en308,INCLUSIONS
1189,items,"Lymphoplasmacytic leukaemia",en309,INCLUSIONS
1189,items,"Lymphoplasmacytic lymphoma",1223,EXCLUSIONS
1189,items,"Richter syndrome",1185,CODED_ELSEWHERE
1196,items,"Leukaemic reticuloendotheliosis",en310,INCLUSIONS
1202,items,"Kahler disease",en311,INCLUSIONS
1202,items,"Myelomatosis",en312,INCLUSIONS
1202,items,"Medullary plasmacytoma",en313,INCLUSIONS
1202,items,"multiple myeloma",en314,INCLUSIONS
1202,items,"Solitary plasmacytoma",1203,EXCLUSIONS
1203,items,"Solitary myeloma",en315,INCLUSIONS
1207,items,"Heavy chain diseases or malignant immunoproliferative diseases",1212,EXCLUSIONS
1207,items,"Immunoglobulin heavy chain deficiency",2626,EXCLUSIONS
1209,items,"Immunodeficiencies with isotype or light chain deficiencies with normal number of B cells",2626,EXCLUSIONS
1213,items,"IPSID - [Immunoproliferative small intestinal disease]",en316,INCLUSIONS
1214,items,"Franklin disease",en317,INCLUSIONS
1223,items,"primary macroglobulinaemia",en318,INCLUSIONS
1223,items,"Waldenstr?m macroglobulinaemia",en319,INCLUSIONS
1223,items,"Waldenstr?m macroglobulinaemia without mention of remission",en320,INCLUSIONS
1223,items,"small cell B-cell lymphoma",1188,EXCLUSIONS
1223,items,"Chronic lymphocytic leukaemia or small lymphocytic lymphoma",1188,EXCLUSIONS
1224,items,"Small cell mantle cell lymphoma",en321,INCLUSIONS
1224,items,"Classical mantle cell lymphoma",en322,INCLUSIONS
1224,items,"Blastoid mantle cell lymphoma",en323,INCLUSIONS
1224,items,"Pleomorphic mantle cell lymphoma",en324,INCLUSIONS
1224,items,"Marginal zone-like mantle cell lymphoma",en325,INCLUSIONS
1225,items,"��Burkitt-like�� lymphoma",en326,INCLUSIONS
1225,items,"HIV - [human immunodeficiency virus] disease associated with Burkitt lymphoma",441,CODED_ELSEWHERE
1243,items,"Enteropathy type intestinal T-cell lymphoma",en327,INCLUSIONS
1243,items,"Intestinal T-cell lymphoma",en328,INCLUSIONS
1245,items,"AILD - [angioimmunoblastic lymphadenopathy with dysproteinaemia]",en329,INCLUSIONS
1251,items,"Folliculotropic mycosis fungoides",en330,INCLUSIONS
1251,items,"Pagetoid reticulosis",en331,INCLUSIONS
1251,items,"Granulomatous slack skin",en332,INCLUSIONS
1253,items,"Primary cutaneous anaplastic large-cell lymphoma",en333,INCLUSIONS
1253,items,"Primary cutaneous CD30+large T-cell lymphoma",en334,INCLUSIONS
1260,items,"Hodgkin disease",en335,INCLUSIONS
1262,items,"Classical Hodgkin lymphoma, type not specified",en336,INCLUSIONS
1271,items,"Malignant Histiocytosis",en337,INCLUSIONS
1272,items,"Histiocytosis X",en338,INCLUSIONS
1282,items,"PTLD - [Post transplant lymphoproliferative disorder]",en339,INCLUSIONS
1300,items,"Mesenchymal tumours of meninges",1051,EXCLUSIONS
1300,items,"Tumours of cranial or paraspinal nerves",1058,EXCLUSIONS
1326,items,"malignant fibrous histiocytoma of skin",en340,INCLUSIONS
1340,items,"Kupffer cell sarcoma of liver",en341,INCLUSIONS
1391,items,"Neoplasms of haematopoietic or lymphoid tissues",en342,EXCLUSIONS
1396,items,"Malignant neoplasm of skin of lip",en343,EXCLUSIONS
1396,items,"Malignant mesenchymal neoplasms",en344,EXCLUSIONS
1398,items,"Squamous cell carcinoma of skin of lip",1692,EXCLUSIONS
1401,items,"Malignant mesenchymal neoplasms",en345,EXCLUSIONS
1405,items,"Malignant mesenchymal neoplasms",en346,EXCLUSIONS
1411,items,"Benign osteogenic tumours of bone or articular cartilage of skull or face",2120,EXCLUSIONS
1411,items,"Benign osteogenic tumours of bone or articular cartilage of lower jaw",2121,EXCLUSIONS
1411,items,"Malignant mesenchymal neoplasms",en347,EXCLUSIONS
1415,items,"Malignant mesenchymal neoplasms",en348,EXCLUSIONS
1419,items,"Malignant mesenchymal neoplasms",en349,EXCLUSIONS
1424,items,"Malignant mesenchymal neoplasms",en350,EXCLUSIONS
1428,items,"Malignant mesenchymal neoplasms",en351,EXCLUSIONS
1433,items,"Malignant neoplasms of parotid gland",1428,EXCLUSIONS
1433,items,"Malignant mesenchymal neoplasms",en352,EXCLUSIONS
1438,items,"Malignant mesenchymal neoplasms",en353,EXCLUSIONS
1438,items,"Malignant neoplasms of pharyngeal tonsil",1449,CODED_ELSEWHERE
1438,items,"Malignant neoplasms of lingual tonsil",1407,CODED_ELSEWHERE
1442,items,"Malignant neoplasms of palate",1419,EXCLUSIONS
1442,items,"Malignant neoplasms of tonsil",1438,EXCLUSIONS
1442,items,"Malignant mesenchymal neoplasms",en354,EXCLUSIONS
1446,items,"Malignant mesenchymal neoplasms",en355,EXCLUSIONS
1456,items,"Malignant mesenchymal neoplasms",en356,EXCLUSIONS
1460,items,"Malignant neoplasms of piriform sinus",1456,EXCLUSIONS
1460,items,"Malignant mesenchymal neoplasms",en357,EXCLUSIONS
1470,items,"Malignant neoplasm metastasis in digestive system",en358,EXCLUSIONS
1470,items,"Malignant mesenchymal neoplasms",en359,EXCLUSIONS
1471,items,"Malignant mesenchymal neoplasms",en360,EXCLUSIONS
1479,items,"Malignant mesenchymal neoplasms",en361,EXCLUSIONS
1483,items,"Malignant mesenchymal neoplasms",en362,EXCLUSIONS
1483,items,"Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue of stomach",1220,CODED_ELSEWHERE
1483,items,"Leiomyosarcoma of stomach",1352,CODED_ELSEWHERE
1483,items,"Gastrointestinal stromal tumour of stomach",1367,CODED_ELSEWHERE
1485,items,"carcinoid and other malignant neuroendocrine neoplasms",en363,INCLUSIONS
1485,items,"Neuroendocrine neoplasm of duodenum",1492,CODED_ELSEWHERE
1485,items,"Neuroendocrine neoplasms of appendix",1509,CODED_ELSEWHERE
1488,items,"Malignant mesenchymal neoplasms",en364,EXCLUSIONS
1489,items,"Malignant mesenchymal neoplasms",en365,EXCLUSIONS
1489,items,"Enteropathy associated T-cell lymphoma",1243,CODED_ELSEWHERE
1489,items,"Gastrointestinal stromal tumour of small intestine",1368,CODED_ELSEWHERE
1489,items,"Malignant neoplasm of jejunum",1498,CODED_ELSEWHERE
1489,items,"Malignant neoplasm of ileum",1498,CODED_ELSEWHERE
1489,items,"Small intestinal leiomyosarcoma",1353,CODED_ELSEWHERE
1490,items,"Lymphoma of duodenum",1295,CODED_ELSEWHERE
1490,items,"Malignant mesenchymal tumour of the duodenum",1387,CODED_ELSEWHERE
1506,items,"Malignant mesenchymal neoplasms",en366,EXCLUSIONS
1506,items,"Lymphoma of the appendix",1295,CODED_ELSEWHERE
1512,items,"Malignant mesenchymal neoplasms",en367,EXCLUSIONS
1513,items,"Malignant neoplasms of appendix",1506,EXCLUSIONS
1513,items,"Gardner syndrome",12301,CODED_ELSEWHERE
1513,items,"Malignant Lymphoma of colon",1295,CODED_ELSEWHERE
1513,items,"Gastrointestinal stromal tumour of colon",1369,CODED_ELSEWHERE
1513,items,"Kaposi sarcoma of colon",1346,CODED_ELSEWHERE
1513,items,"Leiomyosarcoma of colon",1353,CODED_ELSEWHERE
1526,items,"Malignant neoplasms of rectosigmoid junction",1532,EXCLUSIONS
1536,items,"Malignant mesenchymal tumour of rectum",1387,CODED_ELSEWHERE
1547,items,"Malignant mesenchymal neoplasms",en368,EXCLUSIONS
1556,items,"Malignant mesenchymal neoplasms",en369,EXCLUSIONS
1561,items,"Malignant neoplasms of retroperitoneum",1714,EXCLUSIONS
1561,items,"Malignant neoplasms of peritoneum",1718,EXCLUSIONS
1561,items,"Malignant mesenchymal neoplasms",en370,EXCLUSIONS
1566,items,"Secondary malignant neoplasm of liver",1975,EXCLUSIONS
1566,items,"Malignant neoplasm of biliary tract NOS",1598,EXCLUSIONS
1568,items,"Hepatocholangiocarcinoma",en371,INCLUSIONS
1598,items,"Malignant neoplasm of intrahepatic bile duct",1566,EXCLUSIONS
1598,items,"Malignant mesenchymal tumours of gallbladder or bile ducts",1387,CODED_ELSEWHERE
1612,items,"Malignant neoplasm of nose NOS",1678,EXCLUSIONS
1612,items,"Malignant neoplasm of olfactory bulb",1053,EXCLUSIONS
1612,items,"Malignant neoplasm of posterior margin of nasal septum and choana",1446,EXCLUSIONS
1612,items,"Malignant neoplasm of skin of nose",en372,EXCLUSIONS
1612,items,"Malignant mesenchymal neoplasms",en373,EXCLUSIONS
1620,items,"malignant neoplasm of skin of (external) ear",en374,EXCLUSIONS
1620,items,"malignant neoplasm of bone of ear (meatus)",en375,EXCLUSIONS
1620,items,"malignant neoplasm of cartilage of ear",en376,EXCLUSIONS
1620,items,"Malignant mesenchymal neoplasms",en377,EXCLUSIONS
1626,items,"Malignant mesenchymal neoplasms",en378,EXCLUSIONS
1635,items,"Malignant mesenchymal neoplasms",en379,EXCLUSIONS
1649,items,"Malignant mesenchymal neoplasms",en380,EXCLUSIONS
1649,items,"trachea carina cancer",1655,EXCLUSIONS
1655,items,"Malignant mesenchymal neoplasms",en381,EXCLUSIONS
1664,items,"Malignant mesenchymal neoplasms",en382,EXCLUSIONS
1668,items,"Malignant mesenchymal neoplasms",en383,EXCLUSIONS
1678,items,"Malignant mesenchymal neoplasms",en384,EXCLUSIONS
1684,items,"Carcinoma in situ of skin",2035,EXCLUSIONS
1684,items,"Metastatic malignant neoplasm involving skin",2005,EXCLUSIONS
1684,items,"Malignant mesenchymal neoplasms",en385,EXCLUSIONS
1685,items,"Melanoma of penis",1833,EXCLUSIONS
1685,items,"Melanoma of vulva",1756,EXCLUSIONS
1692,items,"Squamous cell carcinoma of penis",1832,CODED_ELSEWHERE
1692,items,"Squamous cell carcinoma of vulva",1757,CODED_ELSEWHERE
1698,items,"Multifocal basal cell carcinoma",en386,INCLUSIONS
1701,items,"Primary cutaneous mucinous carcinoma",en387,INCLUSIONS
1701,items,"Aggressive digital papillary adenocarcinoma",en388,INCLUSIONS
1701,items,"Primary cutaneous adenoid cystic carcinoma",en389,INCLUSIONS
1701,items,"Apocrine carcinoma",en390,INCLUSIONS
1701,items,"Sebaceous carcinoma of skin",en391,INCLUSIONS
1701,items,"Appendageal carcinoma of skin",en392,INCLUSIONS
1703,items,"Angiosarcoma of skin",1338,CODED_ELSEWHERE
1703,items,"Kaposi sarcoma of skin",1345,CODED_ELSEWHERE
1703,items,"Cutaneous leiomyosarcoma",1353,CODED_ELSEWHERE
1703,items,"Dermatofibrosarcoma protuberans",1323,CODED_ELSEWHERE
1708,items,"Malignant nerve sheath tumour of peripheral nerves or autonomic nervous system, primary site",1380,EXCLUSIONS
1708,items,"Malignant mesenchymal neoplasms",en393,EXCLUSIONS
1714,items,"Malignant neoplasms of omentum",1728,EXCLUSIONS
1714,items,"Malignant neoplasms of peritoneum",1718,EXCLUSIONS
1714,items,"Malignant mesenchymal neoplasms",en394,EXCLUSIONS
1718,items,"Malignant neoplasms of retroperitoneum",1714,EXCLUSIONS
1718,items,"Malignant neoplasms of omentum",1728,EXCLUSIONS
1718,items,"Malignant mesenchymal neoplasms",en395,EXCLUSIONS
1728,items,"Malignant neoplasms of retroperitoneum",1714,EXCLUSIONS
1728,items,"Malignant neoplasms of peritoneum",1718,EXCLUSIONS
1728,items,"Malignant mesenchymal neoplasms",en396,EXCLUSIONS
1728,items,"Myosarcomas of omentum",1384,CODED_ELSEWHERE
1739,items,"malignant neoplasm of connective tissue of breast",en397,INCLUSIONS
1739,items,"Malignant neoplasm of skin of breast",en398,EXCLUSIONS
1739,items,"Malignant mesenchymal neoplasms",en399,EXCLUSIONS
1753,items,"Malignant mesenchymal neoplasms",en400,EXCLUSIONS
1754,items,"Malignant mesenchymal neoplasms",en401,EXCLUSIONS
1757,items,"Verrucous squamous cell carcinoma of vulva",1693,CODED_ELSEWHERE
1760,items,"Malignant mesenchymal neoplasms",en402,EXCLUSIONS
1769,items,"Malignant neoplasm of female genital organs whose point of origin cannot be classified to any other existing entity",en403,INCLUSIONS
1773,items,"Malignant mesenchymal neoplasms",en404,EXCLUSIONS
1773,items,"Hereditary breast and ovarian cancer syndrome",1750,CODED_ELSEWHERE
1782,items,"Malignant dysgerminomatous germ cell tumour of ovary",en405,INCLUSIONS
1784,items,"Struma ovarii",2895,CODED_ELSEWHERE
1789,items,"Malignant mesenchymal neoplasms",en406,EXCLUSIONS
1793,items,"hydatidiform mole, NOS",10162,EXCLUSIONS
1793,items,"Malignant mesenchymal neoplasms",en407,EXCLUSIONS
1797,items,"Endometrial stromal sarcoma, primary site",1371,EXCLUSIONS
1819,items,"Malignant mesenchymal neoplasms",en408,EXCLUSIONS
1820,items,"Malignant mesenchymal neoplasms",en409,EXCLUSIONS
1821,items,"Malignant trophoblastic tumour of testis",en410,INCLUSIONS
1825,items,"Teratocarcinoma of testis",en411,INCLUSIONS
1831,items,"Malignant mesenchymal neoplasms",en412,EXCLUSIONS
1831,items,"Verrucous squamous cell carcinoma of penis",1693,CODED_ELSEWHERE
1832,items,"Verrucous squamous cell carcinoma of penis",1693,CODED_ELSEWHERE
1833,items,"Melanoma of skin of penis",en413,INCLUSIONS
1833,items,"Melanoma of mucocutaneous epithelium of penis",en414,INCLUSIONS
1836,items,"Malignant mesenchymal neoplasms",en415,EXCLUSIONS
1840,items,"malignant neoplasm of skin of scrotum",en416,INCLUSIONS
1840,items,"Malignant mesenchymal neoplasms",en417,EXCLUSIONS
1844,items,"Malignant mesenchymal neoplasms",en418,EXCLUSIONS
1846,items,"Malignant mesenchymal neoplasms",en419,EXCLUSIONS
1851,items,"malignant neoplasm of pelviureteric junction",en420,INCLUSIONS
1851,items,"malignant neoplasm of renal calyces",en421,INCLUSIONS
1851,items,"Malignant mesenchymal neoplasms",en422,EXCLUSIONS
1855,items,"malignant neoplasm of ureteric orifice of bladder",1865,EXCLUSIONS
1855,items,"Malignant mesenchymal neoplasms",en423,EXCLUSIONS
1859,items,"Malignant mesenchymal neoplasms",en424,EXCLUSIONS
1865,items,"Malignant mesenchymal neoplasms",en425,EXCLUSIONS
1871,items,"Malignant mesenchymal neoplasms",en426,EXCLUSIONS
1879,items,"Malignant neoplasm of optic nerve",1053,EXCLUSIONS
1879,items,"Malignant neoplasm of skin of eyelid",en427,EXCLUSIONS
1879,items,"Malignant mesenchymal neoplasms",en428,EXCLUSIONS
1880,items,"Malignant mesenchymal neoplasms",en429,EXCLUSIONS
1886,items,"Malignant mesenchymal neoplasms",en430,EXCLUSIONS
1891,items,"Malignant mesenchymal neoplasms",en431,EXCLUSIONS
1897,items,"Malignant mesenchymal neoplasms",en432,EXCLUSIONS
1904,items,"Benign neoplasm of orbital bone",2120,EXCLUSIONS
1904,items,"malignant neoplasm of orbital bone",en433,EXCLUSIONS
1906,items,"Malignant neoplasm of eyeball",en434,INCLUSIONS
1920,items,"Malignant mesenchymal neoplasms",en435,EXCLUSIONS
1921,items,"Malignant mesenchymal neoplasms",en436,EXCLUSIONS
1921,items,"Thyroid lymphoma",1295,CODED_ELSEWHERE
1925,items,"anaplastic carcinoma of thyroid gland",en437,INCLUSIONS
1930,items,"Malignant mesenchymal neoplasms",en438,EXCLUSIONS
1936,items,"Malignant neoplasms of adrenal gland",1930,EXCLUSIONS
1936,items,"Malignant neoplasms of testis",1820,EXCLUSIONS
1936,items,"Malignant neoplasms of ovary",1773,EXCLUSIONS
1936,items,"Malignant neoplasm of pancreas",1556,EXCLUSIONS
1936,items,"Malignant neoplasms of thyroid gland",1921,EXCLUSIONS
1936,items,"Malignant neoplasms of thymus",1668,EXCLUSIONS
1936,items,"Malignant mesenchymal neoplasms",en439,EXCLUSIONS
1944,items,"Primary site unknown",en440,INCLUSIONS
1944,items,"Malignant mesenchymal neoplasms",en441,EXCLUSIONS
1955,items,"Neoplasms of haematopoietic or lymphoid tissues",en442,EXCLUSIONS
1968,items,"Malignant neoplasms of bronchus or lung",1655,EXCLUSIONS
1984,items,"Malignant neoplasm metastasis in colon",en443,INCLUSIONS
1984,items,"Malignant neoplasm metastasis in rectum",en444,INCLUSIONS
2015,items,"Melanoma in situ neoplasms",2028,EXCLUSIONS
2018,items,"Carcinoma in situ of anal margin",2042,EXCLUSIONS
2018,items,"Carcinoma in situ of anal skin",2035,EXCLUSIONS
2018,items,"Carcinoma in situ of perianal skin",2042,EXCLUSIONS
2022,items,"Melanoma in situ neoplasms",2028,EXCLUSIONS
2023,items,"Carcinoma in situ of aryepiglottic fold, hypopharyngeal aspect",2012,EXCLUSIONS
2023,items,"Carcinoma in situ of aryepiglottic fold, marginal zone",2012,EXCLUSIONS
2023,items,"Carcinoma in situ of aryepiglottic fold, NOS",2012,EXCLUSIONS
2035,items,"Melanoma in situ neoplasms",2028,EXCLUSIONS
2035,items,"Carcinoma in situ of vulva",2061,CODED_ELSEWHERE
2035,items,"Carcinoma in situ of penis",2070,CODED_ELSEWHERE
2041,items,"Vulvar Paget disease",2063,CODED_ELSEWHERE
2045,items,"carcinoma in situ of skin of breast",2035,EXCLUSIONS
2045,items,"melanoma in situ of breast (skin)",2028,EXCLUSIONS
2048,items,"Atypical ductal hyperplasia of breast",2294,EXCLUSIONS
2054,items,"melanoma in situ of cervix",2028,EXCLUSIONS
2054,items,"severe dysplasia of cervix NOS",9554,EXCLUSIONS
2055,items,"moderate cervical dysplasia",en445,INCLUSIONS
2056,items,"severe cervical dysplasia and carcinoma in-situ",en446,INCLUSIONS
2059,items,"Melanoma in situ neoplasms",2028,EXCLUSIONS
2061,items,"severe dysplasia of vulva NOS",9554,EXCLUSIONS
2065,items,"moderate vaginal dysplasia",en447,INCLUSIONS
2066,items,"severe vaginal dysplasia and carcinoma in-situ",en448,INCLUSIONS
2070,items,"Extramammary Paget disease of penis",2041,CODED_ELSEWHERE
2071,items,"Bowen disease of skin of penis",en449,INCLUSIONS
2072,items,"Penile intraepithelial neoplasia of inner preputial epithelium",en450,INCLUSIONS
2072,items,"Penile intraepithelial neoplasia of glans penis",en451,INCLUSIONS
2073,items,"high grade prostatic intraepithelial neoplasia",en452,INCLUSIONS
2073,items,"low grade dysplasia of prostate",9732,EXCLUSIONS
2078,items,"Melanoma in situ of conjunctiva",2032,EXCLUSIONS
2081,items,"Carcinoma in situ of ovary",2069,EXCLUSIONS
2081,items,"Carcinoma in situ of testis",2074,EXCLUSIONS
2089,items,"Frontalis-associated lipoma",en453,INCLUSIONS
2089,items,"Infiltrating lipoma of soft tissue",en454,INCLUSIONS
2089,items,"Intramuscular lipoma of soft tissue",en455,INCLUSIONS
2096,items,"Blue naevus",2197,EXCLUSIONS
2096,items,"Pigmented naevus",2197,EXCLUSIONS
2096,items,"Lobular capillary haemangioma",2218,CODED_ELSEWHERE
2097,items,"Pulmonary sclerosing haemangioma",2190,CODED_ELSEWHERE
2102,items,"Lymphatic malformations",11677,EXCLUSIONS
2104,items,"Lymphatic malformations",11677,EXCLUSIONS
2108,items,"Strawberry naevus",en456,INCLUSIONS
2119,items,"Keratocystic odontogenic tumour",en457,INCLUSIONS
2122,items,"Benign osteogenic tumour of sacrum",2124,EXCLUSIONS
2132,items,"Benign neoplasm of peripheral nerves or autonomic nervous system",2264,EXCLUSIONS
2132,items,"Benign lymphatic neoplasms",2102,EXCLUSIONS
2132,items,"Benign lipomatous neoplasm",2086,EXCLUSIONS
2132,items,"Haemangioma",2096,EXCLUSIONS
2132,items,"Benign neoplasm of uterine ligament, any",2231,EXCLUSIONS
2132,items,"Benign vascular neoplasms",2096,EXCLUSIONS
2132,items,"Leiomyoma of uterus",2139,EXCLUSIONS
2132,items,"Benign neoplasm of connective tissue of breast",2221,EXCLUSIONS
2134,items,"Benign lipomatous neoplasm",2086,EXCLUSIONS
2134,items,"Benign neoplasm of mesothelial tissue",2195,EXCLUSIONS
2139,items,"fibromyoma of uterus",en458,INCLUSIONS
2139,items,"Pedunculated leiomyoma",en459,INCLUSIONS
2139,items,"Parasitic leiomyoma",en460,INCLUSIONS
2139,items,"Leiomyoma of corpus uteri",en461,INCLUSIONS
2139,items,"Leiomyoma of cervix uteri",en462,INCLUSIONS
2139,items,"Leiomyoma of ovary",2140,EXCLUSIONS
2139,items,"Leiomyoma of fallopian tube",2140,EXCLUSIONS
2139,items,"Leiomyoma of broad ligament",2140,EXCLUSIONS
2139,items,"Leiomyoma of vagina",2140,EXCLUSIONS
2139,items,"Leiomyoma of vulva",2140,EXCLUSIONS
2139,items,"Non-mesenchymal benign neoplasms of uterus",2231,EXCLUSIONS
2156,items,"Benign neoplasm of skin of lip",en463,EXCLUSIONS
2159,items,"Benign neoplasm of nasopharyngeal surface of soft palate",2162,EXCLUSIONS
2159,items,"benign odontogenic neoplasms",2120,EXCLUSIONS
2159,items,"mucosa of lip",2156,EXCLUSIONS
2160,items,"benign neoplasm of pharyngeal tonsil",2162,EXCLUSIONS
2160,items,"benign neoplasm of lingual tonsil",2157,EXCLUSIONS
2160,items,"benign neoplasm of tonsillar pillars",2161,EXCLUSIONS
2160,items,"benign neoplasm of tonsillar fossa",2161,EXCLUSIONS
2161,items,"Benign neoplasm of epiglottis, NOS",2186,EXCLUSIONS
2161,items,"Benign neoplasm of epiglottis, suprahyoid portion",2186,EXCLUSIONS
2165,items,"Benign neoplasms of minor salivary glands NOS",2159,EXCLUSIONS
2167,items,"benign neoplasm of submandibular gland",en464,INCLUSIONS
2167,items,"benign neoplasm of sublingual gland",en465,INCLUSIONS
2169,items,"Benign mesenchymal tumour of oesophagus",2152,CODED_ELSEWHERE
2170,items,"Benign mesenchymal tumour of stomach",2152,CODED_ELSEWHERE
2171,items,"Benign mesenchymal tumour of duodenum",2152,CODED_ELSEWHERE
2172,items,"Benign neoplasm of duodenum",2171,EXCLUSIONS
2172,items,"Benign mesenchymal tumour of small intestine",2152,CODED_ELSEWHERE
2173,items,"Benign mesenchymal tumour of large intestine",2152,CODED_ELSEWHERE
2174,items,"Gardner syndrome",12301,CODED_ELSEWHERE
2174,items,"Peutz-Jeghers syndrome",12293,CODED_ELSEWHERE
2174,items,"Cronkhite-Canada syndrome",12255,CODED_ELSEWHERE
2174,items,"Familial adenomatous polyposis",1530,CODED_ELSEWHERE
2174,items,"Juvenile gastrointestinal polyposis",1530,CODED_ELSEWHERE
2177,items,"Benign neoplasm of perianal skin",en466,EXCLUSIONS
2177,items,"Benign neoplasm of anal margin",en467,EXCLUSIONS
2177,items,"Benign neoplasm of anal skin",en468,EXCLUSIONS
2179,items,"Haemangioma of liver",2100,CODED_ELSEWHERE
2180,items,"Benign neoplasm of endocrine pancreas",2181,EXCLUSIONS
2181,items,"Islet cell tumour",en469,INCLUSIONS
2181,items,"benign neoplasm of islets of Langerhans",en470,INCLUSIONS
2196,items,"Benign vascular neoplasms of infancy and childhood",2107,CODED_ELSEWHERE
2197,items,"Mole",en471,INCLUSIONS
2197,items,"Pigmented naevus",en472,INCLUSIONS
2197,items,"Benign melanocytic naevus",en473,INCLUSIONS
2201,items,"Melanocytic naevus with mild to moderate dysplasia",en474,INCLUSIONS
2201,items,"Dysplastic naevus, unspecified",en475,INCLUSIONS
2202,items,"Tardive congenital melanocytic naevus",en476,INCLUSIONS
2206,items,"Multiple benign melanocytic naevi",2199,EXCLUSIONS
2206,items,"Generalized eruptive lentiginosis",8538,EXCLUSIONS
2210,items,"Basal cell papilloma",en477,INCLUSIONS
2210,items,"Seborrheic wart",en478,INCLUSIONS
2214,items,"Histiocytoma",en479,INCLUSIONS
2214,items,"Sclerosing haemangioma",en480,INCLUSIONS
2214,items,"Subepidermal nodular fibrosis",en481,INCLUSIONS
2217,items,"Campbell de Morgan spot",en482,INCLUSIONS
2217,items,"Senile angioma",en483,INCLUSIONS
2218,items,"Lobular capillary haemangioma of skin",en484,INCLUSIONS
2221,items,"Benign neoplasm of skin of breast",en485,EXCLUSIONS
2221,items,"Lipoma",2087,EXCLUSIONS
2231,items,"Leiomyoma of uterus",2139,EXCLUSIONS
2238,items,"Struma ovarii",2895,CODED_ELSEWHERE
2245,items,"Benign neoplasm of skin of female genital organs",en486,INCLUSIONS
2247,items,"Mild vaginal dysplasia and human papilloma virus",en487,INCLUSIONS
2250,items,"Benign neoplasm of skin of male genital organs",en488,INCLUSIONS
2252,items,"Benign neoplasm of optic nerve",1065,EXCLUSIONS
2252,items,"Benign neoplasm of skin of eyelid",en489,EXCLUSIONS
2252,items,"Conjunctival haemangioma or haemolymphangioma",2099,CODED_ELSEWHERE
2252,items,"Seborrhoeic keratosis",2210,CODED_ELSEWHERE
2253,items,"Haemangioma of choroid",2100,CODED_ELSEWHERE
2255,items,"Benign neoplasm of eyeball",en490,INCLUSIONS
2257,items,"Epidermoid cyst",8989,CODED_ELSEWHERE
2260,items,"Benign neoplasm of endocrine pancreas",2181,EXCLUSIONS
2260,items,"Benign neoplasm of thymus",2192,EXCLUSIONS
2260,items,"Benign neoplasm of ovary",2238,EXCLUSIONS
2260,items,"Benign neoplasm of testis",2250,EXCLUSIONS
2300,items,"Carney complex",3013,CODED_ELSEWHERE
2300,items,"Von Hippel-Lindau disease",3034,CODED_ELSEWHERE
2327,items,"Muscular neoplasm of unknown behaviour",en491,INCLUSIONS
2330,items,"Complications of pregnancy, childbirth and the puerperium",en492,EXCLUSIONS
