:ID,ClassKind,Depth:int,FoundationURI,LinearizationURI,Code,Chapter,ChapterMatch,Title,:LABEL
i11_1662,category,1,http://id.who.int/icd/entity/10683191,http://id.who.int/icd/release/11/2018-12/mms/9633776,5A51,05,TRUE,"Hyperparathyroidism",ICD11Code
i11_1663,category,2,http://id.who.int/icd/entity/81374726,http://id.who.int/icd/release/11/2018-12/mms/81374726,5A51.2,05,TRUE,"Familial hypocalciuric hypercalcaemia",ICD11Code
i11_1664,category,1,http://id.who.int/icd/entity/938911574,http://id.who.int/icd/release/11/2018-12/mms/962023213/unspecified,5A5Z,05,TRUE,"Disorders of the parathyroids or parathyroid hormone system, unspecified",ICD11Code
i11_1665,category,1,http://id.who.int/icd/entity/962023213,http://id.who.int/icd/release/11/2018-12/mms/962023213/unspecified,5A5Z,05,TRUE,"Disorders of the parathyroids or parathyroid hormone system, unspecified",ICD11Code
i11_1666,category,1,http://id.who.int/icd/entity/1950330641,http://id.who.int/icd/release/11/2018-12/mms/1950330641,5A60,05,TRUE,"Hyperfunction of pituitary gland",ICD11Code
i11_1667,category,2,http://id.who.int/icd/entity/825410563,http://id.who.int/icd/release/11/2018-12/mms/825410563,5A60.0,05,TRUE,"Acromegaly or pituitary gigantism",ICD11Code
i11_1668,category,2,http://id.who.int/icd/entity/1417218455,http://id.who.int/icd/release/11/2018-12/mms/1417218455,5A60.1,05,TRUE,"Hyperprolactinaemia",ICD11Code
i11_1669,category,2,http://id.who.int/icd/entity/550787432,http://id.who.int/icd/release/11/2018-12/mms/550787432,5A60.2,05,TRUE,"Syndrome of inappropriate secretion of antidiuretic hormone",ICD11Code
i11_1670,category,1,http://id.who.int/icd/entity/292840069,http://id.who.int/icd/release/11/2018-12/mms/292840069,5A61,05,TRUE,"Hypofunction or certain specified disorders of pituitary gland",ICD11Code
i11_1671,category,2,http://id.who.int/icd/entity/768216194,http://id.who.int/icd/release/11/2018-12/mms/768216194,5A61.0,05,TRUE,"Hypopituitarism",ICD11Code
i11_1672,category,2,http://id.who.int/icd/entity/1216463128,http://id.who.int/icd/release/11/2018-12/mms/768216194,5A61.0,05,TRUE,"Hypopituitarism",ICD11Code
i11_1673,category,2,http://id.who.int/icd/entity/1009553897,http://id.who.int/icd/release/11/2018-12/mms/1009553897,5A61.5,05,TRUE,"Central diabetes insipidus",ICD11Code
i11_1674,category,1,http://id.who.int/icd/entity/1499946109,http://id.who.int/icd/release/11/2018-12/mms/292840069,5A61,05,TRUE,"Hypofunction or certain specified disorders of pituitary gland",ICD11Code
i11_1675,category,1,http://id.who.int/icd/entity/896961873,http://id.who.int/icd/release/11/2018-12/mms/896961873/unspecified,5A6Z,05,TRUE,"Disorders of the pituitary hormone system, unspecified",ICD11Code
i11_1676,category,1,http://id.who.int/icd/entity/1654321425,http://id.who.int/icd/release/11/2018-12/mms/1654321425,5A70,05,TRUE,"Cushing syndrome",ICD11Code
i11_1677,category,2,http://id.who.int/icd/entity/380861892,http://id.who.int/icd/release/11/2018-12/mms/380861892,5A70.0,05,TRUE,"Pituitary-dependent Cushing disease",ICD11Code
i11_1678,category,2,http://id.who.int/icd/entity/1945677910,http://id.who.int/icd/release/11/2018-12/mms/1945677910,5A70.3,05,TRUE,"Nelson syndrome",ICD11Code
i11_1679,category,1,http://id.who.int/icd/entity/123068585,http://id.who.int/icd/release/11/2018-12/mms/1654321425,5A70,05,TRUE,"Cushing syndrome",ICD11Code
i11_1680,category,2,http://id.who.int/icd/entity/1646144829,http://id.who.int/icd/release/11/2018-12/mms/1646144829,5A70.1,05,TRUE,"Ectopic ACTH syndrome",ICD11Code
i11_1681,category,2,http://id.who.int/icd/entity/300990121,http://id.who.int/icd/release/11/2018-12/mms/364545435,5A70.2,05,TRUE,"Pseudo-Cushing syndrome",ICD11Code
i11_1682,category,1,http://id.who.int/icd/entity/131153029,http://id.who.int/icd/release/11/2018-12/mms/131153029,5A71,05,TRUE,"Adrenogenital disorders",ICD11Code
i11_1683,category,3,http://id.who.int/icd/entity/172733763,http://id.who.int/icd/release/11/2018-12/mms/172733763,5A71.01,05,TRUE,"Congenital adrenal hyperplasia",ICD11Code
i11_1684,category,1,http://id.who.int/icd/entity/1937534076,http://id.who.int/icd/release/11/2018-12/mms/1937534076,5A72,05,TRUE,"Hyperaldosteronism",ICD11Code
i11_1685,category,2,http://id.who.int/icd/entity/197924221,http://id.who.int/icd/release/11/2018-12/mms/197924221,5A72.0,05,TRUE,"Primary hyperaldosteronism",ICD11Code
i11_1686,category,2,http://id.who.int/icd/entity/1854396649,http://id.who.int/icd/release/11/2018-12/mms/1854396649,5A72.1,05,TRUE,"Secondary hyperaldosteronism",ICD11Code
i11_1687,category,1,http://id.who.int/icd/entity/237003158,http://id.who.int/icd/release/11/2018-12/mms/237003158/unspecified,5A7Z,05,TRUE,"Disorders of the adrenal glands or adrenal hormone system, unspecified",ICD11Code
i11_1688,category,1,http://id.who.int/icd/entity/431184682,http://id.who.int/icd/release/11/2018-12/mms/431184682,5A76,05,TRUE,"Certain specified disorders of adrenal gland",ICD11Code
i11_1689,category,2,http://id.who.int/icd/entity/1920929898,http://id.who.int/icd/release/11/2018-12/mms/1920929898,5A74.0,05,TRUE,"Acquired adrenocortical insufficiency",ICD11Code
i11_1690,category,2,http://id.who.int/icd/entity/114442391,http://id.who.int/icd/release/11/2018-12/mms/114442391,5A74.1,05,TRUE,"Adrenal crisis",ICD11Code
i11_1691,category,2,http://id.who.int/icd/entity/1671007491,http://id.who.int/icd/release/11/2018-12/mms/1920929898,5A74.0,05,TRUE,"Acquired adrenocortical insufficiency",ICD11Code
i11_1692,category,1,http://id.who.int/icd/entity/1600625317,http://id.who.int/icd/release/11/2018-12/mms/1600625317,5A73,05,TRUE,"Hypoaldosteronism",ICD11Code
i11_1693,category,1,http://id.who.int/icd/entity/733056203,http://id.who.int/icd/release/11/2018-12/mms/733056203,5A74,05,TRUE,"Adrenocortical insufficiency",ICD11Code
i11_1694,category,1,http://id.who.int/icd/entity/1966920451,http://id.who.int/icd/release/11/2018-12/mms/1966920451,5A75,05,TRUE,"Adrenomedullary hyperfunction",ICD11Code
i11_1695,category,1,http://id.who.int/icd/entity/1737310323,http://id.who.int/icd/release/11/2018-12/mms/237003158/unspecified,5A7Z,05,TRUE,"Disorders of the adrenal glands or adrenal hormone system, unspecified",ICD11Code
i11_1696,category,1,http://id.who.int/icd/entity/1801368748,http://id.who.int/icd/release/11/2018-12/mms/1801368748,5A80,05,TRUE,"Ovarian dysfunction",ICD11Code
i11_1697,category,2,http://id.who.int/icd/entity/1023132628,http://id.who.int/icd/release/11/2018-12/mms/1023132628,5A80.0,05,TRUE,"Clinical hyperandrogenism",ICD11Code
i11_1698,category,2,http://id.who.int/icd/entity/1213633323,http://id.who.int/icd/release/11/2018-12/mms/1213633323,5A80.1,05,TRUE,"Polycystic ovary syndrome",ICD11Code
i11_1699,category,2,http://id.who.int/icd/entity/1043195294,http://id.who.int/icd/release/11/2018-12/mms/756899519,GA30.6,16,FALSE,"Premature ovarian failure",ICD11Code
i11_1700,category,1,http://id.who.int/icd/entity/236288314,http://id.who.int/icd/release/11/2018-12/mms/236288314,5A81,05,TRUE,"Testicular dysfunction or testosterone-related disorders",ICD11Code
i11_1701,category,2,http://id.who.int/icd/entity/1162397377,http://id.who.int/icd/release/11/2018-12/mms/1162397377,5A81.0,05,TRUE,"Testicular hyperfunction",ICD11Code
i11_1702,category,2,http://id.who.int/icd/entity/537070421,http://id.who.int/icd/release/11/2018-12/mms/537070421,5A81.1,05,TRUE,"Testicular hypofunction",ICD11Code
i11_1703,category,1,http://id.who.int/icd/entity/840727139,http://id.who.int/icd/release/11/2018-12/mms/840727139/unspecified,5A9Z,05,TRUE,"Disorders of puberty, unspecified",ICD11Code
i11_1704,category,1,http://id.who.int/icd/entity/1012371341,http://id.who.int/icd/release/11/2018-12/mms/1012371341,5A91,05,TRUE,"Delayed puberty",ICD11Code
i11_1705,category,1,http://id.who.int/icd/entity/1495024153,http://id.who.int/icd/release/11/2018-12/mms/1495024153,5A92,05,TRUE,"Peripheral precocious puberty",ICD11Code
i11_1706,category,1,http://id.who.int/icd/entity/1465366519,http://id.who.int/icd/release/11/2018-12/mms/1465366519/unspecified,5B0Z,05,TRUE,"Polyglandular dysfunction, unspecified",ICD11Code
i11_1707,category,1,http://id.who.int/icd/entity/548357900,http://id.who.int/icd/release/11/2018-12/mms/548357900,5B00,05,TRUE,"Autoimmune polyendocrinopathy",ICD11Code
i11_1708,category,1,http://id.who.int/icd/entity/1172605594,http://id.who.int/icd/release/11/2018-12/mms/1172605594,5B01,05,TRUE,"Polyglandular hyperfunction",ICD11Code
i11_1709,category,2,http://id.who.int/icd/entity/1147349670,http://id.who.int/icd/release/11/2018-12/mms/1147349670,4B40.1,04,FALSE,"Abscess of thymus",ICD11Code
i11_1710,category,1,http://id.who.int/icd/entity/368888918,http://id.who.int/icd/release/11/2018-12/mms/603645706,4B40,04,FALSE,"Diseases of thymus",ICD11Code
i11_1711,category,2,http://id.who.int/icd/entity/556328756,http://id.who.int/icd/release/11/2018-12/mms/556328756,4B40.0,04,FALSE,"Persistent hyperplasia of thymus",ICD11Code
i11_1712,category,2,http://id.who.int/icd/entity/812332735,http://id.who.int/icd/release/11/2018-12/mms/812332735,4B40.2,04,FALSE,"Good syndrome",ICD11Code
i11_1713,category,1,http://id.who.int/icd/entity/603645706,http://id.who.int/icd/release/11/2018-12/mms/603645706,4B40,04,FALSE,"Diseases of thymus",ICD11Code
i11_1714,block,2,http://id.who.int/icd/entity/895465736,http://id.who.int/icd/release/11/2018-12/mms/895465736,,05,TRUE,"Endocrine disorders, not elsewhere classified",ICD11Code
i11_1715,category,1,http://id.who.int/icd/entity/111763187,http://id.who.int/icd/release/11/2018-12/mms/111763187,5B10,05,TRUE,"Carcinoid syndrome",ICD11Code
i11_1716,block,2,http://id.who.int/icd/entity/1675793255,http://id.who.int/icd/release/11/2018-12/mms/895465736,,05,TRUE,"Endocrine disorders, not elsewhere classified",ICD11Code
i11_1717,block,2,http://id.who.int/icd/entity/391103384,http://id.who.int/icd/release/11/2018-12/mms/895465736,,05,TRUE,"Endocrine disorders, not elsewhere classified",ICD11Code
i11_1718,category,1,http://id.who.int/icd/entity/1912868366,http://id.who.int/icd/release/11/2018-12/mms/1912868366,5B11,05,TRUE,"Short stature, not elsewhere classified",ICD11Code
i11_1719,category,1,http://id.who.int/icd/entity/32152986,http://id.who.int/icd/release/11/2018-12/mms/32152986,5B12,05,TRUE,"Constitutional tall stature",ICD11Code
i11_1720,category,2,http://id.who.int/icd/entity/1688293388,http://id.who.int/icd/release/11/2018-12/mms/1688293388,LD2A.4,20,FALSE,"46,XY disorder of sex development due to androgen resistance",ICD11Code
i11_1721,category,2,http://id.who.int/icd/entity/53170779,http://id.who.int/icd/release/11/2018-12/mms/807058764,1B12.3,01,FALSE,"Tuberculosis of endocrine glands",ICD11Code
i11_1722,category,1,http://id.who.int/icd/entity/1517885800,http://id.who.int/icd/release/11/2018-12/mms/1517885800/unspecified,5B7Z,05,TRUE,"Unspecified undernutrition",ICD11Code
i11_1723,category,1,http://id.who.int/icd/entity/1312261229,http://id.who.int/icd/release/11/2018-12/mms/480150735,5B52,05,TRUE,"Acute malnutrition in infants, children or adolescents",ICD11Code
i11_1724,category,1,http://id.who.int/icd/entity/1755417368,http://id.who.int/icd/release/11/2018-12/mms/1153296343,5B54,05,TRUE,"Underweight in adults",ICD11Code
i11_1725,category,1,http://id.who.int/icd/entity/729565689,http://id.who.int/icd/release/11/2018-12/mms/133673893,5B51,05,TRUE,"Wasting in infants, children or adolescents",ICD11Code
i11_1726,category,1,http://id.who.int/icd/entity/1501947632,http://id.who.int/icd/release/11/2018-12/mms/1501947632,5B71,05,TRUE,"Protein deficiency",ICD11Code
i11_1727,category,1,http://id.who.int/icd/entity/228993131,http://id.who.int/icd/release/11/2018-12/mms/286779656,5B53,05,TRUE,"Stunting in infants, children or adolescents",ICD11Code
i11_1728,category,1,http://id.who.int/icd/entity/1153296343,http://id.who.int/icd/release/11/2018-12/mms/1153296343,5B54,05,TRUE,"Underweight in adults",ICD11Code
i11_1729,category,1,http://id.who.int/icd/entity/133673893,http://id.who.int/icd/release/11/2018-12/mms/133673893,5B51,05,TRUE,"Wasting in infants, children or adolescents",ICD11Code
i11_1730,category,1,http://id.who.int/icd/entity/1381875066,http://id.who.int/icd/release/11/2018-12/mms/1381875066,5B50,05,TRUE,"Underweight in infants, children or adolescents",ICD11Code
i11_1731,category,1,http://id.who.int/icd/entity/286779656,http://id.who.int/icd/release/11/2018-12/mms/286779656,5B53,05,TRUE,"Stunting in infants, children or adolescents",ICD11Code
i11_1732,category,1,http://id.who.int/icd/entity/480150735,http://id.who.int/icd/release/11/2018-12/mms/480150735,5B52,05,TRUE,"Acute malnutrition in infants, children or adolescents",ICD11Code
i11_1733,category,1,http://id.who.int/icd/entity/991140339,http://id.who.int/icd/release/11/2018-12/mms/1517885800/unspecified,5B7Z,05,TRUE,"Unspecified undernutrition",ICD11Code
i11_1734,category,1,http://id.who.int/icd/entity/435342452,http://id.who.int/icd/release/11/2018-12/mms/435342452,5B55,05,TRUE,"Vitamin A deficiency",ICD11Code
i11_1735,category,2,http://id.who.int/icd/entity/1544242475,http://id.who.int/icd/release/11/2018-12/mms/1544242475,5B55.1,05,TRUE,"Vitamin A deficiency with conjunctival xerosis",ICD11Code
i11_1736,category,2,http://id.who.int/icd/entity/960530623,http://id.who.int/icd/release/11/2018-12/mms/960530623,5B55.2,05,TRUE,"Vitamin A deficiency with conjunctival xerosis or Bitot's spots",ICD11Code
i11_1737,category,2,http://id.who.int/icd/entity/1307433024,http://id.who.int/icd/release/11/2018-12/mms/1307433024,5B55.3,05,TRUE,"Vitamin A deficiency with corneal xerosis",ICD11Code
i11_1738,category,2,http://id.who.int/icd/entity/681973206,http://id.who.int/icd/release/11/2018-12/mms/681973206,5B55.4,05,TRUE,"Vitamin A deficiency with corneal ulceration or keratomalacia",ICD11Code
i11_1739,category,2,http://id.who.int/icd/entity/1040403412,http://id.who.int/icd/release/11/2018-12/mms/1040403412,5B55.0,05,TRUE,"Vitamin A deficiency with night blindness",ICD11Code
i11_1740,category,2,http://id.who.int/icd/entity/1252924203,http://id.who.int/icd/release/11/2018-12/mms/1252924203,5B55.5,05,TRUE,"Vitamin A deficiency with xerophthalmic scars of cornea or blindness",ICD11Code
i11_1741,category,1,http://id.who.int/icd/entity/803591871,http://id.who.int/icd/release/11/2018-12/mms/435342452,5B55,05,TRUE,"Vitamin A deficiency",ICD11Code
i11_1742,category,1,http://id.who.int/icd/entity/1716182078,http://id.who.int/icd/release/11/2018-12/mms/435342452,5B55,05,TRUE,"Vitamin A deficiency",ICD11Code
i11_1743,category,1,http://id.who.int/icd/entity/2092499426,http://id.who.int/icd/release/11/2018-12/mms/2092499426,5B5A,05,TRUE,"Vitamin B1 deficiency",ICD11Code
i11_1744,category,2,http://id.who.int/icd/entity/632832064,http://id.who.int/icd/release/11/2018-12/mms/632832064,5B5A.0,05,TRUE,"Beriberi",ICD11Code
i11_1745,category,3,http://id.who.int/icd/entity/1360335041,http://id.who.int/icd/release/11/2018-12/mms/1360335041,5B5A.10,05,TRUE,"Wernicke encephalopathy",ICD11Code
i11_1746,category,1,http://id.who.int/icd/entity/135549215,http://id.who.int/icd/release/11/2018-12/mms/135549215,5B5C,05,TRUE,"Vitamin B3 deficiency",ICD11Code
i11_1747,category,1,http://id.who.int/icd/entity/1834982539,http://id.who.int/icd/release/11/2018-12/mms/1517885800/unspecified,5B7Z,05,TRUE,"Unspecified undernutrition",ICD11Code
i11_1748,category,1,http://id.who.int/icd/entity/1569514773,http://id.who.int/icd/release/11/2018-12/mms/1569514773,5B5B,05,TRUE,"Vitamin B2 deficiency",ICD11Code
i11_1749,category,1,http://id.who.int/icd/entity/952576129,http://id.who.int/icd/release/11/2018-12/mms/952576129,5B5D,05,TRUE,"Vitamin B6 deficiency",ICD11Code
i11_1750,category,1,http://id.who.int/icd/entity/1231437224,http://id.who.int/icd/release/11/2018-12/mms/1231437224,5B5J,05,TRUE,"Choline deficiency",ICD11Code
i11_1751,category,1,http://id.who.int/icd/entity/1366882206,http://id.who.int/icd/release/11/2018-12/mms/1366882206,5B5F,05,TRUE,"Vitamin B12 deficiency",ICD11Code
i11_1752,category,1,http://id.who.int/icd/entity/1726732000,http://id.who.int/icd/release/11/2018-12/mms/1726732000,5B5G,05,TRUE,"Biotin deficiency",ICD11Code
i11_1753,category,1,http://id.who.int/icd/entity/439233336,http://id.who.int/icd/release/11/2018-12/mms/439233336,5B5E,05,TRUE,"Folate deficiency",ICD11Code
i11_1754,category,1,http://id.who.int/icd/entity/865604527,http://id.who.int/icd/release/11/2018-12/mms/865604527,5B5H,05,TRUE,"Pantothenic acid deficiency",ICD11Code
i11_1755,category,1,http://id.who.int/icd/entity/1815751905,http://id.who.int/icd/release/11/2018-12/mms/1815751905,ED31,14,FALSE,"Burning feet syndrome",ICD11Code
i11_1756,category,1,http://id.who.int/icd/entity/514920223,http://id.who.int/icd/release/11/2018-12/mms/514920223,5B56,05,TRUE,"Vitamin C deficiency",ICD11Code
i11_1757,category,1,http://id.who.int/icd/entity/2080031371,http://id.who.int/icd/release/11/2018-12/mms/2080031371,5B57,05,TRUE,"Vitamin D deficiency",ICD11Code
i11_1758,category,2,http://id.who.int/icd/entity/2047696084,http://id.who.int/icd/release/11/2018-12/mms/2047696084,5B57.0,05,TRUE,"Vitamin D deficiency rickets",ICD11Code
i11_1759,category,1,http://id.who.int/icd/entity/1927722434,http://id.who.int/icd/release/11/2018-12/mms/1517885800/unspecified,5B7Z,05,TRUE,"Unspecified undernutrition",ICD11Code
i11_1760,category,1,http://id.who.int/icd/entity/2072706284,http://id.who.int/icd/release/11/2018-12/mms/2072706284,5B58,05,TRUE,"Vitamin E deficiency",ICD11Code
i11_1761,category,1,http://id.who.int/icd/entity/515977598,http://id.who.int/icd/release/11/2018-12/mms/515977598,5B59,05,TRUE,"Vitamin K deficiency",ICD11Code
i11_1762,category,2,http://id.who.int/icd/entity/1642989368,http://id.who.int/icd/release/11/2018-12/mms/2053072995,8D40.1,08,FALSE,"Neuropathy due to nutritional deficiency",ICD11Code
i11_1763,category,2,http://id.who.int/icd/entity/393562786,http://id.who.int/icd/release/11/2018-12/mms/393562786,5B5K.1,05,TRUE,"Calcium deficiency",ICD11Code
i11_1764,category,2,http://id.who.int/icd/entity/1015098612,http://id.who.int/icd/release/11/2018-12/mms/2120094266,8D40.2,08,FALSE,"Myopathy due to nutritional deficiency",ICD11Code
i11_1765,category,2,http://id.who.int/icd/entity/1916700472,http://id.who.int/icd/release/11/2018-12/mms/1916700472,5B5K.7,05,TRUE,"Selenium deficiency",ICD11Code
i11_1766,category,2,http://id.who.int/icd/entity/507702177,http://id.who.int/icd/release/11/2018-12/mms/507702177,5B5K.2,05,TRUE,"Zinc deficiency",ICD11Code
i11_1767,category,2,http://id.who.int/icd/entity/1893591289,http://id.who.int/icd/release/11/2018-12/mms/1893591289,5B5K.6,05,TRUE,"Copper deficiency",ICD11Code
i11_1768,category,2,http://id.who.int/icd/entity/362161517,http://id.who.int/icd/release/11/2018-12/mms/362161517,5B5K.0,05,TRUE,"Iron deficiency",ICD11Code
i11_1769,category,3,http://id.who.int/icd/entity/1499531377,http://id.who.int/icd/release/11/2018-12/mms/1499531377,5C64.41,05,TRUE,"Hypomagnesaemia",ICD11Code
i11_1770,category,2,http://id.who.int/icd/entity/503512727,http://id.who.int/icd/release/11/2018-12/mms/2120094266,8D40.2,08,FALSE,"Myopathy due to nutritional deficiency",ICD11Code
i11_1771,category,2,http://id.who.int/icd/entity/74496006,http://id.who.int/icd/release/11/2018-12/mms/74496006,5B5K.9,05,TRUE,"Manganese deficiency",ICD11Code
i11_1772,category,2,http://id.who.int/icd/entity/2006854546,http://id.who.int/icd/release/11/2018-12/mms/2006854546,5B5K.8,05,TRUE,"Chromium deficiency",ICD11Code
i11_1773,category,2,http://id.who.int/icd/entity/316007944,http://id.who.int/icd/release/11/2018-12/mms/316007944,5B5K.A,05,TRUE,"Molybdenum deficiency",ICD11Code
i11_1774,category,2,http://id.who.int/icd/entity/1719187193,http://id.who.int/icd/release/11/2018-12/mms/1719187193,5B5K.B,05,TRUE,"Vanadium deficiency",ICD11Code
i11_1775,category,2,http://id.who.int/icd/entity/1365839560,http://id.who.int/icd/release/11/2018-12/mms/2053072995,8D40.1,08,FALSE,"Neuropathy due to nutritional deficiency",ICD11Code
i11_1776,category,2,http://id.who.int/icd/entity/155629911,http://id.who.int/icd/release/11/2018-12/mms/1340134114,8D40.0,08,FALSE,"Encephalopathy due to nutritional deficiency",ICD11Code
i11_1777,category,2,http://id.who.int/icd/entity/1269061577,http://id.who.int/icd/release/11/2018-12/mms/2053072995,8D40.1,08,FALSE,"Neuropathy due to nutritional deficiency",ICD11Code
i11_1778,category,2,http://id.who.int/icd/entity/37133203,http://id.who.int/icd/release/11/2018-12/mms/37133203,5B5K.4,05,TRUE,"Fluorine deficiency",ICD11Code
i11_1779,category,2,http://id.who.int/icd/entity/588725109,http://id.who.int/icd/release/11/2018-12/mms/588725109,5B5K.5,05,TRUE,"Sodium chloride deficiency",ICD11Code
i11_1780,category,2,http://id.who.int/icd/entity/900299738,http://id.who.int/icd/release/11/2018-12/mms/900299738,5B5K.3,05,TRUE,"Iodine deficiency",ICD11Code
i11_1781,category,1,http://id.who.int/icd/entity/2064197173,http://id.who.int/icd/release/11/2018-12/mms/2064197173,5B5K,05,TRUE,"Mineral deficiencies",ICD11Code
i11_1782,category,1,http://id.who.int/icd/entity/1794095968,http://id.who.int/icd/release/11/2018-12/mms/1517885800/unspecified,5B7Z,05,TRUE,"Unspecified undernutrition",ICD11Code
i11_1783,category,1,http://id.who.int/icd/entity/1839366214,http://id.who.int/icd/release/11/2018-12/mms/1839366214,5B70,05,TRUE,"Essential fatty acid deficiency",ICD11Code
i11_1784,category,2,http://id.who.int/icd/entity/995061074,http://id.who.int/icd/release/11/2018-12/mms/1340134114,8D40.0,08,FALSE,"Encephalopathy due to nutritional deficiency",ICD11Code
i11_1785,category,2,http://id.who.int/icd/entity/1077308975,http://id.who.int/icd/release/11/2018-12/mms/392405182,8D40.3,08,FALSE,"Intellectual developmental disorder due to nutritional deficiency",ICD11Code
i11_1786,category,2,http://id.who.int/icd/entity/1340134114,http://id.who.int/icd/release/11/2018-12/mms/1340134114,8D40.0,08,FALSE,"Encephalopathy due to nutritional deficiency",ICD11Code
i11_1787,category,1,http://id.who.int/icd/entity/1343568028,http://id.who.int/icd/release/11/2018-12/mms/96676503,8D40,08,FALSE,"Neurological disorders due to nutrient deficiency",ICD11Code
i11_1788,category,2,http://id.who.int/icd/entity/2053072995,http://id.who.int/icd/release/11/2018-12/mms/2053072995,8D40.1,08,FALSE,"Neuropathy due to nutritional deficiency",ICD11Code
i11_1789,category,2,http://id.who.int/icd/entity/2120094266,http://id.who.int/icd/release/11/2018-12/mms/2120094266,8D40.2,08,FALSE,"Myopathy due to nutritional deficiency",ICD11Code
i11_1790,category,1,http://id.who.int/icd/entity/1492142148,http://id.who.int/icd/release/11/2018-12/mms/1492142148/unspecified,5C1Z,05,TRUE,"Overweight, obesity or specific nutrient excesses, unspecified",ICD11Code
i11_1791,category,2,http://id.who.int/icd/entity/1347139472,http://id.who.int/icd/release/11/2018-12/mms/1347139472,5B80.1,05,TRUE,"Localised adiposity",ICD11Code
i11_1792,category,1,http://id.who.int/icd/entity/149403041,http://id.who.int/icd/release/11/2018-12/mms/149403041,5B81,05,TRUE,"Obesity",ICD11Code
i11_1793,category,2,http://id.who.int/icd/entity/1890900469,http://id.who.int/icd/release/11/2018-12/mms/1890900469,5B81.0,05,TRUE,"Obesity due to energy imbalance",ICD11Code
i11_1794,category,2,http://id.who.int/icd/entity/787436589,http://id.who.int/icd/release/11/2018-12/mms/787436589,5B81.1,05,TRUE,"Drug-induced obesity",ICD11Code
i11_1795,category,2,http://id.who.int/icd/entity/1514276050,http://id.who.int/icd/release/11/2018-12/mms/1514276050,7A42.0,07,FALSE,"Obesity hypoventilation syndrome",ICD11Code
i11_1796,category,1,http://id.who.int/icd/entity/1047690707,http://id.who.int/icd/release/11/2018-12/mms/2098488072,8D42,08,FALSE,"Neurological disorders due to overweight or obesity in adults or children",ICD11Code
i11_1797,category,2,http://id.who.int/icd/entity/1664144906,http://id.who.int/icd/release/11/2018-12/mms/1664144906,5B80.0,05,TRUE,"Overweight",ICD11Code
i11_1798,category,1,http://id.who.int/icd/entity/1840019509,http://id.who.int/icd/release/11/2018-12/mms/1840019509/unspecified,5B9Z,05,TRUE,"Certain specified nutrient excesses, unspecified",ICD11Code
i11_1799,category,2,http://id.who.int/icd/entity/1465667896,http://id.who.int/icd/release/11/2018-12/mms/1465667896,5B90.0,05,TRUE,"Hypervitaminosis A",ICD11Code
i11_1800,category,2,http://id.who.int/icd/entity/840408238,http://id.who.int/icd/release/11/2018-12/mms/840408238,5B90.1,05,TRUE,"Hypercarotenaemia",ICD11Code
i11_1801,category,2,http://id.who.int/icd/entity/1186647123,http://id.who.int/icd/release/11/2018-12/mms/1186647123,5B90.3,05,TRUE,"Megavitamin-B6 syndrome",ICD11Code
i11_1802,category,2,http://id.who.int/icd/entity/602997191,http://id.who.int/icd/release/11/2018-12/mms/602997191,5B90.2,05,TRUE,"Hypervitaminosis D",ICD11Code
i11_1803,category,1,http://id.who.int/icd/entity/155258022,http://id.who.int/icd/release/11/2018-12/mms/155258022/unspecified,5D2Z,05,TRUE,"Metabolic disorders, unspecified",ICD11Code
i11_1804,category,1,http://id.who.int/icd/entity/1324115669,http://id.who.int/icd/release/11/2018-12/mms/1324115669,5C50,05,TRUE,"Inborn errors of amino acid or other organic acid metabolism",ICD11Code
i11_1805,category,2,http://id.who.int/icd/entity/444122923,http://id.who.int/icd/release/11/2018-12/mms/444122923,5C50.0,05,TRUE,"Phenylketonuria",ICD11Code
i11_1806,category,3,http://id.who.int/icd/entity/2084504393,http://id.who.int/icd/release/11/2018-12/mms/2084504393,5C50.00,05,TRUE,"Classical phenylketonuria",ICD11Code
i11_1807,category,1,http://id.who.int/icd/entity/374932823,http://id.who.int/icd/release/11/2018-12/mms/1324115669,5C50,05,TRUE,"Inborn errors of amino acid or other organic acid metabolism",ICD11Code
i11_1808,category,2,http://id.who.int/icd/entity/144125175,http://id.who.int/icd/release/11/2018-12/mms/444122923,5C50.0,05,TRUE,"Phenylketonuria",ICD11Code
i11_1809,category,3,http://id.who.int/icd/entity/1509230254,http://id.who.int/icd/release/11/2018-12/mms/1509230254,5C50.02,05,TRUE,"Embryofetopathy due to maternal phenylketonuria",ICD11Code
i11_1810,category,3,http://id.who.int/icd/entity/2132400826,http://id.who.int/icd/release/11/2018-12/mms/2132400826,5C50.01,05,TRUE,"Nonclassical phenylketonuria",ICD11Code
i11_1811,category,2,http://id.who.int/icd/entity/1842978338,http://id.who.int/icd/release/11/2018-12/mms/1842978338,5C50.1,05,TRUE,"Disorders of tyrosine metabolism",ICD11Code
i11_1812,category,2,http://id.who.int/icd/entity/11049636,http://id.who.int/icd/release/11/2018-12/mms/143807416,EC23.2,14,FALSE,"Albinism or other specified genetically-determined hypomelanotic disorders",ICD11Code
i11_1813,category,3,http://id.who.int/icd/entity/1137971016,http://id.who.int/icd/release/11/2018-12/mms/1189424097,EC23.20,14,FALSE,"Oculocutaneous albinism",ICD11Code
i11_1814,category,1,http://id.who.int/icd/entity/1147926040,http://id.who.int/icd/release/11/2018-12/mms/868865918/unspecified,9E1Z,09,FALSE,"Diseases of the visual system, unspecified",ICD11Code
